SA1_MAINCODE_2016,CED_CODE_2016,CED_NAME_2016,AREA_ALBERS_SQKM
11903137311,101,Banks,0.0966
11901135902,101,Banks,0.0893
11901135956,101,Banks,0.1251
11904137907,101,Banks,0.0939
11903137446,101,Banks,0.1757
11901135932,101,Banks,0.1479
11903137408,101,Banks,0.0753
11903136901,101,Banks,0.0743
11903137314,101,Banks,0.0391
11903136903,101,Banks,0.075
11901135921,101,Banks,0.0791
11903137011,101,Banks,0.1643
11903137204,101,Banks,0.3595
11903137231,101,Banks,0.2701
11903137303,101,Banks,0.0383
11903137242,101,Banks,0.1118
11901135923,101,Banks,0.3556
11901135957,101,Banks,0.1326
11901135920,101,Banks,0.1071
11903137302,101,Banks,0.1577
11903137323,101,Banks,0.1175
11901135827,101,Banks,0.1836
11903137304,101,Banks,0.1543
11901135818,101,Banks,0.0903
11901135942,101,Banks,0.3655
11903136902,101,Banks,0.1567
11903137425,101,Banks,0.0074
11903137444,101,Banks,0.1233
11903137442,101,Banks,0.1916
11903137201,101,Banks,0.2312
11903137124,101,Banks,0.0661
11901136028,101,Banks,0.1659
11901135914,101,Banks,0.0739
11903136911,101,Banks,0.1239
11901135809,101,Banks,0.1406
11903137213,101,Banks,0.1449
11901135833,101,Banks,0.1083
11903137414,101,Banks,0.0831
11901136015,101,Banks,0.2232
11903137113,101,Banks,0.1972
11903137243,101,Banks,0.1222
11903137306,101,Banks,0.0868
11903137112,101,Banks,0.1674
11901136006,101,Banks,0.097
11903137401,101,Banks,0.0366
11901135931,101,Banks,0.1149
11903137229,101,Banks,0.2094
11903137411,101,Banks,0.04
11903137221,101,Banks,0.147
11901136001,101,Banks,0.1627
11901135823,101,Banks,0.2011
11903137225,101,Banks,0.085
11903137006,101,Banks,0.0842
11904137909,101,Banks,0.0677
11901135915,101,Banks,0.1458
11903137424,101,Banks,0.0758
11901136022,101,Banks,0.1263
11903137321,101,Banks,0.1497
11901135948,101,Banks,0.0987
11903137118,101,Banks,0.1097
11901135925,101,Banks,0.1495
11901136002,101,Banks,0.2294
11903136946,101,Banks,0.167
11903137241,101,Banks,0.1057
11901135840,101,Banks,0.1247
11903136910,101,Banks,0.0868
11903137104,101,Banks,0.1323
11901136018,101,Banks,0.2283
11901135839,101,Banks,0.1331
11903136930,101,Banks,0.0334
11903137217,101,Banks,0.0709
11903136913,101,Banks,0.115
11901136024,101,Banks,0.1329
11903136916,101,Banks,0.1873
11903136943,101,Banks,0.0689
11903137216,101,Banks,0.2522
11903137109,101,Banks,0.1704
11904137921,101,Banks,0.0532
11903137023,101,Banks,0.0968
11903137119,101,Banks,0.0936
11901135814,101,Banks,0.1416
11903136935,101,Banks,0.1294
11903136907,101,Banks,0.0433
11903137227,101,Banks,0.1217
11901135815,101,Banks,0.132
11901136031,101,Banks,0.0959
11903137232,101,Banks,0.1729
11903136919,101,Banks,0.1129
11901135841,101,Banks,0.1246
11903137107,101,Banks,0.2794
11901135903,101,Banks,0.133
11903136950,101,Banks,0.1893
11903137211,101,Banks,0.0939
11903136917,101,Banks,0.1396
11903137307,101,Banks,0.3261
11901135837,101,Banks,0.1422
11903136944,101,Banks,0.0981
11903137016,101,Banks,0.0659
11901135904,101,Banks,0.1751
11903136914,101,Banks,0.3037
11903137021,101,Banks,0.0798
11903136908,101,Banks,0.0425
11903137209,101,Banks,0.2919
11904138017,102,Barton,0.0409
11902136433,102,Barton,0.2209
11904137509,102,Barton,0.1398
11904138135,102,Barton,0.0707
11903136831,102,Barton,0.0734
11702132813,102,Barton,1.0913
11904137606,102,Barton,0.0585
11904137537,102,Barton,0.0538
11904137805,102,Barton,0.0476
11904137823,102,Barton,0.1166
11904138148,102,Barton,0.0044
11902136436,102,Barton,0.1591
11904137723,102,Barton,0.152
11902136452,102,Barton,0.1092
11904138023,102,Barton,0.0346
11902136421,102,Barton,0.0504
11702132609,102,Barton,0.0343
11903136803,102,Barton,0.07
11904138153,102,Barton,0.0154
11902136426,102,Barton,0.0867
11904137624,102,Barton,0.3479
11904138133,102,Barton,0.0478
11702132601,102,Barton,0.0397
11902136424,102,Barton,0.1086
11903136838,102,Barton,0.0756
11904138103,102,Barton,0.0409
11904137511,102,Barton,0.1045
11902136445,102,Barton,0.0797
11903136810,102,Barton,0.143
11904137628,102,Barton,0.1424
11902136402,102,Barton,0.1388
11903136804,102,Barton,0.0211
11904138150,102,Barton,0.038
11904137719,102,Barton,0.1482
11702132634,102,Barton,0.0445
11904137626,102,Barton,0.1431
11903136826,102,Barton,0.0875
11904137703,102,Barton,0.0662
11904138155,102,Barton,0.0694
11902136405,102,Barton,0.1712
11902136441,102,Barton,0.099
11904138117,102,Barton,0.1031
11702132817,102,Barton,0.1645
11904138152,102,Barton,0.0225
11904137701,102,Barton,0.1
11904138113,102,Barton,0.0831
11702132637,102,Barton,0.0581
11904138141,102,Barton,0.018
11904137609,102,Barton,0.0549
11904137704,102,Barton,0.1589
11904138115,102,Barton,0.2068
11902136418,102,Barton,0.1114
11903136829,102,Barton,0.1687
11902136420,102,Barton,0.0586
11904137517,102,Barton,0.2795
11904137602,102,Barton,0.112
11904137817,102,Barton,0.0825
11702132611,102,Barton,0.2492
11904137508,102,Barton,0.8903
11904137802,102,Barton,0.0548
11903137027,102,Barton,0.1148
12003139404,102,Barton,0.1358
11903136802,102,Barton,0.0711
11903136815,102,Barton,0.1098
11904137535,102,Barton,0.0485
11702132811,102,Barton,0.149
11904137635,102,Barton,0.0442
11903136822,102,Barton,0.0896
11903136805,102,Barton,0.0263
11902136407,102,Barton,0.0596
11902136456,102,Barton,0.0912
11904137705,102,Barton,0.0902
11902136239,102,Barton,0.0912
11904137824,102,Barton,0.0449
11904138021,102,Barton,0.1386
11904137642,102,Barton,0.0947
11904137730,102,Barton,0.1413
11902136364,102,Barton,0.0725
11902136425,102,Barton,0.0504
11904137648,102,Barton,0.1877
11903137010,102,Barton,0.1428
11904138140,102,Barton,0.0252
11904137539,102,Barton,0.1115
11904138007,102,Barton,0.3075
11904137504,102,Barton,0.0885
11903136827,102,Barton,0.0309
11903136837,102,Barton,0.1257
11904137646,102,Barton,0.0631
11902136411,102,Barton,0.1006
11904138018,102,Barton,0.0583
11904137619,102,Barton,0.0243
11702132657,102,Barton,0.0756
11904137632,102,Barton,0.1505
11904137528,102,Barton,0.0813
11904137601,102,Barton,0.1358
11903136830,102,Barton,0.118
11904137526,102,Barton,0.0839
11904137820,102,Barton,0.0469
11904137524,102,Barton,0.0733
11904138027,102,Barton,0.1109
11904137513,102,Barton,0.1647
11904137643,102,Barton,0.1054
11904137657,102,Barton,0.1011
11904138020,102,Barton,0.1181
11904138144,102,Barton,0.0669
11902136350,102,Barton,0.118
11904137655,102,Barton,0.0812
11904138006,102,Barton,0.073
11904137531,102,Barton,0.1202
11904138022,102,Barton,0.1168
11904138114,102,Barton,0.0873
11904137645,102,Barton,0.0826
11902136432,102,Barton,0.0747
11904138120,102,Barton,0.0609
11904137729,102,Barton,0.1667
11904138154,102,Barton,0.0491
11904137512,102,Barton,0.1242
11903136807,102,Barton,0.0206
11904138146,102,Barton,0.0452
11902136352,102,Barton,0.0633
11903136832,102,Barton,0.0334
11902136313,102,Barton,0.1091
11904137708,102,Barton,0.0979
11902136440,102,Barton,0.133
11904138129,102,Barton,0.0139
11904137914,102,Barton,0.0428
11904137625,102,Barton,0.1172
11902136351,102,Barton,0.0668
11903136811,102,Barton,0.0911
11904137503,102,Barton,0.1479
11702132807,102,Barton,0.0982
11904137734,102,Barton,0.1061
11904138138,102,Barton,0.1179
11904137825,102,Barton,0.0452
11904138139,102,Barton,0.0883
11904137653,102,Barton,0.0965
11903137029,102,Barton,0.1086
11904137807,102,Barton,0.0192
11904137641,102,Barton,0.0935
11904137506,102,Barton,0.1725
11904137615,102,Barton,0.1112
11904138122,102,Barton,0.0989
11902136444,102,Barton,0.1154
11904138156,102,Barton,0.0681
11902136448,102,Barton,0.0615
11904138003,102,Barton,0.0619
11904137651,102,Barton,0.0829
11902136434,102,Barton,0.0928
11904137618,102,Barton,0.0199
11702132610,102,Barton,0.0996
11902136442,102,Barton,0.0985
11904137821,102,Barton,0.061
11904137514,102,Barton,0.1186
11904137726,102,Barton,0.1409
11904137715,102,Barton,0.1268
11904137522,102,Barton,0.1048
11903136834,102,Barton,0.0853
11904138127,102,Barton,0.0501
11902136419,102,Barton,0.0601
11904137617,102,Barton,0.0984
11904138001,102,Barton,0.287
11903136806,102,Barton,0.0632
11903136814,102,Barton,0.1038
11903137026,102,Barton,0.2646
11902136429,102,Barton,0.3947
11904137501,102,Barton,0.1793
11904138025,102,Barton,0.0508
11903136823,102,Barton,0.0878
11904137656,102,Barton,0.1235
11702132632,102,Barton,0.074
11903136809,102,Barton,0.1294
11904138110,102,Barton,0.0628
11904137507,102,Barton,0.1315
11904138151,102,Barton,0.0185
11904138112,102,Barton,0.1118
11904138118,102,Barton,0.1322
11904138145,102,Barton,0.0392
11904138026,102,Barton,0.04
11702132635,102,Barton,0.1141
11904137826,102,Barton,0.0351
11702132607,102,Barton,0.1657
11904137521,102,Barton,0.321
11902136312,102,Barton,0.0751
11904137527,102,Barton,0.0599
11904137702,102,Barton,0.0648
11902136305,102,Barton,0.099
11903136812,102,Barton,0.1212
11903136821,102,Barton,0.0837
11904137631,102,Barton,0.0399
11702132641,102,Barton,0.0165
11904137529,102,Barton,0.0821
11902136408,102,Barton,0.0557
11902136435,102,Barton,0.1491
11702132613,102,Barton,0.1683
11902136406,102,Barton,0.0916
11904137718,102,Barton,0.101
11902136316,102,Barton,0.1242
11903136835,102,Barton,0.0894
11904138131,102,Barton,0.0584
11902136453,102,Barton,0.1284
11904138128,102,Barton,0.3767
11903136839,102,Barton,0.0926
11904137717,102,Barton,0.067
11904137713,102,Barton,0.0791
11904137647,102,Barton,0.0618
11904137720,102,Barton,0.1167
11904137611,102,Barton,0.0572
11702132644,102,Barton,0.0545
11904138002,102,Barton,0.1462
11904138124,102,Barton,0.0421
11903136841,102,Barton,0.1005
11904137534,102,Barton,0.0793
11904137818,102,Barton,0.1514
11904137706,102,Barton,0.0722
11904137530,102,Barton,0.0666
11904137621,102,Barton,0.0606
11904138029,102,Barton,0.1381
11902136437,102,Barton,0.1347
11904137634,102,Barton,0.0978
11904137622,102,Barton,0.1057
11902136315,102,Barton,0.1246
11702132606,102,Barton,0.0313
11904138111,102,Barton,0.1143
11702132605,102,Barton,0.036
11902136446,102,Barton,0.1595
11904138125,102,Barton,0.0075
11903137001,102,Barton,0.16
11904137652,102,Barton,0.0748
11902136401,102,Barton,0.1999
11904138024,102,Barton,0.0332
11904138149,102,Barton,0.0223
11702132645,102,Barton,0.0793
11904137639,102,Barton,0.0563
11904137716,102,Barton,0.0836
11702132612,102,Barton,0.0733
11702132636,102,Barton,0.4452
11903136825,102,Barton,0.0285
11904137614,102,Barton,0.1085
11904137733,102,Barton,0.1654
11902136413,102,Barton,0.1389
11902136366,102,Barton,0.0759
11904137654,102,Barton,0.0963
11902136403,102,Barton,0.0871
11904137650,102,Barton,0.101
11904137732,102,Barton,0.0983
11904137725,102,Barton,0.1067
12003139405,102,Barton,0.064
11904137803,102,Barton,0.02
11904137510,102,Barton,0.126
11902136346,102,Barton,0.1234
11903136842,102,Barton,0.0904
11904138019,102,Barton,0.0539
11904137620,102,Barton,0.1554
11904137629,102,Barton,0.0429
12003139210,102,Barton,0.1417
11904138121,102,Barton,0.0668
11903136836,102,Barton,0.1977
11904137633,102,Barton,0.0879
11904137518,102,Barton,0.1316
11902136412,102,Barton,0.1101
11903136833,102,Barton,0.0872
11904137630,102,Barton,0.0469
11904137603,102,Barton,0.0776
11904137607,102,Barton,0.0581
11902136347,102,Barton,0.1415
11904137721,102,Barton,0.1049
11904137915,102,Barton,0.1215
11702132810,102,Barton,0.1184
11903136819,102,Barton,0.1051
11904138016,102,Barton,0.1433
11904137616,102,Barton,0.0452
11904137649,102,Barton,0.1037
12003139221,102,Barton,0.2021
11904137806,102,Barton,0.0305
11902136422,102,Barton,0.1186
11904138142,102,Barton,0.0134
11904137536,102,Barton,0.0623
11904137822,102,Barton,0.0745
11702132809,102,Barton,0.0592
11904138109,102,Barton,0.1034
11902136450,102,Barton,0.0994
11904138126,102,Barton,0.0125
11902136451,102,Barton,0.0714
11904137627,102,Barton,0.1659
11702132814,102,Barton,0.0712
11904137516,102,Barton,0.021
11904137502,102,Barton,0.1232
11904137525,102,Barton,0.0783
11902136423,102,Barton,0.1204
11904137712,102,Barton,0.0809
11904137638,102,Barton,0.0942
11904137604,102,Barton,0.0825
11702132646,102,Barton,0.0394
11904137707,102,Barton,0.1371
11904138130,102,Barton,0.0154
11904138132,102,Barton,0.03
11903136813,102,Barton,0.0897
11903136818,102,Barton,0.0978
11904137722,102,Barton,0.1417
11903136820,102,Barton,0.121
11903137009,102,Barton,0.1292
11904138136,102,Barton,0.081
11702132640,102,Barton,0.0568
11903136840,102,Barton,0.1014
11702132808,102,Barton,0.0661
11904138104,102,Barton,0.0926
11904137819,102,Barton,0.0816
11904138143,102,Barton,0.0669
11904138107,102,Barton,0.0485
11904137711,102,Barton,0.0702
11902136409,102,Barton,0.1272
11902136410,102,Barton,0.2344
11904137612,102,Barton,0.0788
11904137610,102,Barton,0.0786
12003139218,102,Barton,0.1262
11903136801,102,Barton,0.0552
11904137724,102,Barton,0.1257
11903136824,102,Barton,0.0902
11902136427,102,Barton,0.087
11902136314,102,Barton,0.0567
11904137637,102,Barton,0.0501
11902136447,102,Barton,0.1494
11904137728,102,Barton,0.1129
11904137644,102,Barton,0.1042
11904137505,102,Barton,0.081
11902136454,102,Barton,0.0421
11904137623,102,Barton,0.069
11904137533,102,Barton,0.0617
11902136404,102,Barton,0.292
11903137025,102,Barton,0.1493
11902136414,102,Barton,0.1868
11902136458,102,Barton,0.1238
11902136455,102,Barton,0.0784
11903137028,102,Barton,0.1413
11904137532,102,Barton,0.0969
11904138101,102,Barton,0.0487
11903136828,102,Barton,0.0433
11902136349,102,Barton,0.0956
11902136443,102,Barton,0.1601
11903136808,102,Barton,0.0468
11904138147,102,Barton,0.1815
11904137523,102,Barton,0.0907
11702132604,102,Barton,0.042
11702132608,102,Barton,0.0276
11904138102,102,Barton,0.0665
11904137640,102,Barton,0.1189
11904137827,102,Barton,0.0671
11902136457,102,Barton,0.1068
11904137515,102,Barton,0.2028
11902136353,102,Barton,0.0543
11702132603,102,Barton,0.0318
11904137731,102,Barton,0.0635
11903136843,102,Barton,0.1116
11904137538,102,Barton,0.0896
12003139222,102,Barton,0.1061
11904137636,102,Barton,0.0459
11904138028,102,Barton,0.1264
11904137801,102,Barton,0.0861
11904138004,102,Barton,0.0679
11904138108,102,Barton,0.0569
11904138116,102,Barton,0.1555
11904137714,102,Barton,0.115
11702132633,102,Barton,0.0555
11902136416,102,Barton,0.1841
11904137710,102,Barton,0.1267
11904138106,102,Barton,0.0587
11904137605,102,Barton,0.0796
11903136817,102,Barton,0.0155
11902136348,102,Barton,0.193
11904137608,102,Barton,0.0598
11904137709,102,Barton,0.0754
11902136304,102,Barton,0.0982
11904137613,102,Barton,0.1002
11904137727,102,Barton,0.1831
11904138005,102,Barton,0.0803
11902136449,102,Barton,0.3061
11903136816,102,Barton,0.046
11702132602,102,Barton,0.093
11702132812,102,Barton,0.036
11902136415,102,Barton,0.3586
11902136417,102,Barton,0.1503
11902136344,102,Barton,0.1099
12601149534,103,Bennelong,0.3024
12602149729,103,Bennelong,0.1468
12502147628,103,Bennelong,0.1675
12602150009,103,Bennelong,0.1562
12602159132,103,Bennelong,0.1905
12602150003,103,Bennelong,0.1552
12602150325,103,Bennelong,0.0509
12602159127,103,Bennelong,0.1984
12602150105,103,Bennelong,0.1448
12601149543,103,Bennelong,0.1653
12602150328,103,Bennelong,0.2017
12602150334,103,Bennelong,0.0398
12602149807,103,Bennelong,0.1443
12602159142,103,Bennelong,0.1111
12602159134,103,Bennelong,0.0256
12602150012,103,Bennelong,0.197
12602149753,103,Bennelong,0.1493
12502147726,103,Bennelong,0.1306
12602149820,103,Bennelong,0.1391
12601149516,103,Bennelong,0.1176
12602159118,103,Bennelong,0.0656
12602149731,103,Bennelong,0.1324
12601149538,103,Bennelong,0.165
12602150001,103,Bennelong,1.9225
12602159101,103,Bennelong,0.0201
12602150037,103,Bennelong,0.0894
12602150303,103,Bennelong,0.1287
12502147641,103,Bennelong,0.175
12602150030,103,Bennelong,0.1591
12602159139,103,Bennelong,0.1262
12602150109,103,Bennelong,0.1216
12602150013,103,Bennelong,0.1033
12602150128,103,Bennelong,0.1381
12601149544,103,Bennelong,0.3213
12602150103,103,Bennelong,0.0758
12602149702,103,Bennelong,0.2895
12602149733,103,Bennelong,0.1068
12602150323,103,Bennelong,0.1369
12602150020,103,Bennelong,0.0899
12602150007,103,Bennelong,0.4961
12602150327,103,Bennelong,0.1159
12601149547,103,Bennelong,0.0636
12601149532,103,Bennelong,0.0778
12602150114,103,Bennelong,0.3159
12601149539,103,Bennelong,0.2905
12602150131,103,Bennelong,0.1384
12602150025,103,Bennelong,0.3743
12601149505,103,Bennelong,0.0912
12502147636,103,Bennelong,0.1062
12601149510,103,Bennelong,0.1912
12602150115,103,Bennelong,0.1607
12502147615,103,Bennelong,0.2835
12601149536,103,Bennelong,0.085
12602159122,103,Bennelong,0.2189
12602150337,103,Bennelong,0.1841
12602149751,103,Bennelong,0.0783
12602150039,103,Bennelong,0.1481
12602150033,103,Bennelong,0.1023
12602149709,103,Bennelong,0.0769
12601149553,103,Bennelong,0.1571
12602149752,103,Bennelong,0.035
12602149703,103,Bennelong,0.1903
12502147710,103,Bennelong,0.1044
12502147752,103,Bennelong,0.1157
12602149738,103,Bennelong,0.1632
12602159123,103,Bennelong,0.1099
12502147714,103,Bennelong,0.0968
12602150113,103,Bennelong,0.1732
12602149754,103,Bennelong,0.2193
12602149723,103,Bennelong,0.0937
12502147703,103,Bennelong,0.093
12602149819,103,Bennelong,0.0458
12602150122,103,Bennelong,0.1122
12601149531,103,Bennelong,0.1847
12602150116,103,Bennelong,0.1357
12602149720,103,Bennelong,0.0297
12602150104,103,Bennelong,0.1321
12602149749,103,Bennelong,0.0683
12602149716,103,Bennelong,0.0996
12602150041,103,Bennelong,0.1024
12602150339,103,Bennelong,0.0282
12602159146,103,Bennelong,0.1605
12601149529,103,Bennelong,0.1573
12502147656,103,Bennelong,0.0896
12602159152,103,Bennelong,0.0893
12602159120,103,Bennelong,0.2239
12502147640,103,Bennelong,0.1438
12602159116,103,Bennelong,0.1219
12601149522,103,Bennelong,0.1011
12602149806,103,Bennelong,0.2025
12602150129,103,Bennelong,0.2384
12601149520,103,Bennelong,0.1567
12602149801,103,Bennelong,0.1379
12602150024,103,Bennelong,0.1042
12101139915,103,Bennelong,0.2722
12602159103,103,Bennelong,0.0134
12602150341,103,Bennelong,0.0129
12602150326,103,Bennelong,0.0308
12602149832,103,Bennelong,0.0687
12602150005,103,Bennelong,0.3889
12602159130,103,Bennelong,0.1184
12602150031,103,Bennelong,0.1526
12601149541,103,Bennelong,0.1712
12502147744,103,Bennelong,0.1795
12602150106,103,Bennelong,0.1344
12602149805,103,Bennelong,0.134
12601149506,103,Bennelong,0.104
12601149555,103,Bennelong,0.0923
12502147617,103,Bennelong,0.0453
12601149530,103,Bennelong,0.0799
12602149828,103,Bennelong,0.098
12602149802,103,Bennelong,0.0518
12602150019,103,Bennelong,0.0732
12602149734,103,Bennelong,0.2366
12601149549,103,Bennelong,0.1355
12602150038,103,Bennelong,0.0686
12601149525,103,Bennelong,0.1259
12602159006,103,Bennelong,0.1956
12602149730,103,Bennelong,0.1482
